query,ids
5263,[20881  6796  7628 10301  7991  2598  2014  2100  6863  2687]
5264,[15904  3728  5178 10623 22276 22706  3374 11656 14967  9146]
5265,[14769 15724 14245 20348 16074 21793  6583 20315 14926 14763]
5266,[10522 22761  2331 16791  2726  9730 11629  1181 22054 20961]
5267,[19198 16554 20698  6225 16858 20762 16552 18470  8218 12718]
5268,[12112 14677  8023  9867 17775 17770 22679 12084 21426 12137]
5269,[11161  6698 18272 12544 14937  5489  5551  7984  2257  9334]
5270,[10472 17289 12305 18391  3017  9835 16971 21851 17022  3135]
5271,[16639 22667  8485 13011  2824 19162 15446  4036 16802  2905]
5272,[22820 22350 18387 11034 22353 21214 20794  2947 17199  3074]
5273,[ 2701  2716  5460  4249 22575  2476  2714 16188 16296  1571]
5274,[ 6250 13162 23160 20879 20816 12551  2314  9772 16768  3412]
5275,[10425 22946 13082   615 10418 16883 10747  7407  8828 17180]
5276,[ 4429 10190 17767  4373 19018 21440 17825  9392 13606  7991]
5277,[15087  1661  8368  1536  1773  1700  1227  3453 21731 20522]
5278,[22721  6591 20568 17034  7025 11298 17120 15925 18158 14849]
5279,[ 3402 22960  4476 21065   682 15108  9163  2117  2890 21273]
5280,[ 2007 19535  4425  2709 15165 11464 22873 17086 13621 10859]
5281,[10147  3705 22211  9483  9349 19298  1864 17753 21012  2326]
5282,[ 9002 21181 10431  4917  4792 22416 11252 10475 13849  3155]
5283,[21803 17273  3649 15930 15357  3453 13987  1594 21281   663]
5284,[22637 14986 15034 19843 15402  6631 15079  9531   653  9706]
5285,[ 1943  5484  5486  7073 12244  5480  5482 14943  5436 22117]
5286,[12112 14677 17775 22801  5456  9867 16703 12795  9865  5482]
5287,[18087  4315  9241 19983 18020  6671 19659 13948 19452 19631]
5288,[16930 22551  4445 11358 16425 20701  4601  4093  3192  8927]
5289,[ 5412 20698 16554 19019  8791 10494 17914 20762  1506 14065]
5290,[ 6689 20677  1702  7810  6942 10275 20788  1552 18995  1500]
5291,[  691  5566  9335  1359  1658  6172  5558 10259 13425 16716]
5292,[21907  9559  7575  9378 17086  3262 10786 22450  6069  5453]
5293,[14997 22156 16855 16986 13684 22117  1943 14943  8591 13555]
5294,[23055  1659  3459 19018 12248  4373 15539  1912  1362 12448]
5295,[ 9388  8074  2684  9321 19842  1374 16792  9325 20498 16031]
5296,[19064 14875  5697 13104 22764  8708  7602 21803  7661  7247]
5297,[18733  9133  9055 16425 13635  1564  1767  8197  1256 22588]
5298,[13375  2936 19080 19293  1279 12028 12130 10695  2551  5020]
5299,[15823 15632  7246  7019 12798  7472  7207 10119  9695 16292]
5300,[ 4132  7787 18372 21607 11461 22120 15827  3451 19080 11360]
5301,[19811 11513 21685 15809  2194 16075 10773 14179 16202 16074]
5302,[14466 18057  4904 16496 22400 16249  4544 20308 18398 15616]
5303,[22115 14330 13082   846  5696  5679 18612  5247 17630 22156]
5304,[12754  6943  6586  8436 17422  8859 21713  4654  7699 16313]
5305,[10770 13464 21052 20142 12234  4445 13563  2019 11740 21630]
5306,[22113 15252 16733 19250 21459  2427 17064  2986 21966 15044]
5307,[ 8816 19532 13727  2733 16524 16168 14065 17714  4512  4779]
5308,[15342 20964  7550 16193 20203 16510  1608 14063 16551 13371]
5309,[ 4972  4132 16705  9469 20258 16247 16422  1509  2310 20895]
5310,[ 9141 16569 16233 19740  8351 22507  4166 19953 16289 16247]
5311,[ 1509 15942  8490 12945 16437 16449 13017 13120 19941  4692]
5312,[10229  1680  8286  6309 14376 17362  7123 19866  6246 20625]
5313,[ 4601 12483 17059 12789 12991 11109 19242  9514 20835 20142]
5314,[22792 19455 15361 12781 13758 14533  9828 14454  3401 20197]
5315,[17169  1702 16334 16522 18997  4013  4671  6942 13945  7973]
5316,[19641 22489  7011 14539 14567 11107 18093  8731 22789 14400]
5317,[21581 21423  2017 20102  7787 19865   663  1279  2551 19241]
5318,[22946 10834   846 13082 10425 10839 10791 11507 21182 22115]
5319,[20551  9623 18679 20781  9378  3989  4049  4359  4690  9337]
5320,[20756  8351 13149 16321 16581  4158 12231  4032 18995 18313]
5321,[16196 11959  5813 10151  6991  1629 14559 16113 18109 22616]
5322,[18824 16824  2610  4177  3146  9055 14231 10468 13924  6941]
5323,[13039 16440 16518 13879 16103 16553 20664 18995  4717 15600]
5324,[ 6849  7426 22996 15904  9814 10432 20789 11551 10193  3374]
5325,[22801  9865  5485 11503 11447 12112  5482  5845 12137 19085]
5326,[10251  4942  8757  9138 16947  9945 18567 10224  7309 18426]
5327,[10858  6889 15490  3979  4615 16793 21335  1019  1971 12106]
5328,[ 9325 11501 17773 12178 16685 20193  7755 12059 17753  2716]
5329,[ 6796 20881 21746 12439  7991 18223 22818  2687  6280  8612]
5330,[18760  2905 19349 15651 16347 18902  8927 21952  9751 21069]
5331,[13584 19080 13375  2936 12028 21426 19293 10695 10343  1854]
5332,[ 3462 19127  8900  5551 12544  5489  3455  5488  9334 18272]
5333,[ 1536  1135 18684 17077  4884  1564  2238  1875 22684  1878]
5334,[ 3851 17519  9067  3850 13706 10830  5362  7767 20153 19451]
5335,[18492  1600 12480 10473 18389 22719  6363  2919 17313  7213]
5336,[18340  8000 15302  1171 19053  2986  8387  5047   787 16392]
5337,[10293 19989 20993 10277 16510  2381 11358 12648 16551 10989]
5338,[ 3055 14063 19349 21453 16564  7118 16820  4884 20142  7550]
5339,[22721  6591 20568 17034  7025 11298 17120 15925 18158 14849]
5340,[14273 21404  2609  3192  7015  2544  8299 10763  7070  2110]
5341,[10229  8286  1680  6309 14376 12121  7123 17362 20625 19866]
5342,[ 5411 11424 13831  9555 12833 17651  7723 18968 19342 17647]
5343,[16110 18602  8218  9469 20396 21683 16017 14033  4032 16858]
5344,[13743  4366 18214 16705 21683  8176 10965 22196 12797  2339]
5345,[ 9316  2371 13820 11867 10487 19041 16831 19834  8993 17515]
5346,[ 5655  9469 11313 13039 20396  3735 16139  8822  6849  6715]
5347,[10431 10430 10466 10421 14716 13688  4888 11376 13560 10474]
5348,[ 4424  2729  6210 16021  1235  4870  8343 20215 16440 13039]
5349,[13644  6921 17268 17442 10685 11982  6607 19032 18230 13260]
5350,[ 8375  4400 16217  4648  6446  6776  9693  6911 17886 15818]
5351,[ 6365 11552 20290 17114  9686 13463  5040 12257  7378   290]
5352,[14273  3192 21404  3087  2544  1684  7015  2110  8299 17970]
5353,[20898  8452  8752 10622  1826  9742  2544 13830 14273  2519]
5354,[ 5451  5493 12061  4563 13686  2185 22284 17068  2346 13394]
5355,[ 8131 20950  2635 23151 11490 11195  9505 22713 14251  1912]
5356,[ 8832  6719 22746  3392  5408  3079  9979 17867 22705 15971]
5357,[ 1536 10150 19940 22391  4884 14158  1729 17077  1135  1661]
5358,[23124  9719 16045  6644  9574 15511 22293 20813  9627 13032]
5359,[16542 12681  5449 17778  5590 21389  3679  1082  7805 17282]
5360,[13924  3035 12151 13830 20898  4356  5456 21426  8085 20051]
5361,[17396 19763 13912  6883 11624 18597 16421  9164 20319  4391]
5362,[  808 15927 19224 11788 19831 18764 12304  3120 15856 10616]
5363,[ 4924 19831 13057 19224  3120 19545 20676  8556  2417 20025]
5364,[13458 13964 13828 15253 14245  8769  7449 21359  6036  7242]
5365,[ 3049 14814  8617 16247 17748  4158 15854 12490 15489 13168]
5366,[ 8218 12718 16154  6849 16522  8617  9469 20418 16705  3817]
5367,[ 3845 12792  4904 17291  4737  7188  7105 20484 15616 16639]
5368,[14844 12179 18673 12794  2753 16226  2014 20292 21850  4700]
5369,[22391  3335  1587 21581  9407 10692  1639 21976  1826 10996]
5370,[16135  4878 10133 14928 12816 16339 10989 12483 22452  3020]
5371,[ 3856 17615 21560  9474  8731  6887  3237 14201 13404 15365]
5372,[13964  6036 12229 21355  5714 21359 21358 15791 14677  5666]
5373,[22265 14907  2624 12104  7840 14130 17342 18465 18567 18970]
5374,[ 5600 13401  2709  2417  9058 11935  9582 15076  1857  5196]
5375,[21359  5666  7271 12861 21355 21358 13964 21927  9865 15253]
5376,[ 3874  4527 13043 13969  1135  1647  2065 11041  2383  1878]
5377,[16307 18356  2244  4402 17915 12620  8125 16476 18246   307]
5378,[ 3631 19012  7558  4200 15073 19548  6607  2508 13994 17763]
5379,[ 7235  9689 12562  4231  8617  4519  1395  8539 10078  9657]
5380,[10343  2245 17748 19579  1854 21765 10690  4858 12946  9937]
5381,[ 9903 15251 22151 18138 17042 19117 22153 14724 15028 14921]
5382,[  981 22034  8128 17063 18077 12365   740  7578 19595 12543]
5383,[16930  4445 22551  3192 16510  2695 20701 15771   890 11358]
5384,[ 8299  6972 20171  4940 10400 13798  2705 11442  3353  4831]
5385,[17077 10989  1878 20701 19940 10293 10277 16510 11358 22756]
5386,[ 4349  9074  6216 12920 19027  7541 15365  3743 15285  6834]
5387,[16317 16341  7182  2207  6091  6261 18425 20790 16291 12955]
5388,[10783 11564 13869  3947 20572 20257 14092 12301 13829  5026]
5389,[19383 20747 12336  1941  7212  4528   881  9692  1717   765]
5390,[ 3401  7598 15941 19348 15766  8973 19633 16460 10110 21387]
5391,[ 1576  7213  1656 17105 13629  4884  1669  1695 18360 21052]
5392,[21512  9353 22007 21261  2551 21513 16683 10086  1944  7577]
5393,[ 7976  9132  4982 16132 11745 12787 14465 20601  3419   307]
5394,[18763 19629 14531 10707  5222 22997 11286  7808  5489 15695]
5395,[10343 12946  1827 13060 17748 11751  1854  2245 17820 21765]
5396,[ 1614 20192 19565 11167 19032 20653 22751 19693 13015  6547]
5397,[17974 13057  6250 21058 20025 15068 13791  9932 20879 12664]
5398,[ 9320  6938  3727  5826 23021  9822 12202  5409  7770 22026]
5399,[20308 16249 19948 17846  8718 17449 10408 11629  2314 12485]
5400,[10654 20606 12546  5783 19497 17095  2403 12063 19268 21151]
5401,[20606 13311  5729  4055 14076 19809 17246 15773  8259  1638]
5402,[ 1234 17106 14843 18426 17453  6023  9637 12727  2244  8315]
5403,[ 1505  1507  4537 19834  6698  8218 15695  5722 12718 10683]
5404,[ 3609  5590 20040 16542 16691  5449 21389 12061 17394 17865]
5405,[22520 20778  3165  2398  9670  7060  4326 16001  8305 17067]
5406,[16618 21173  5692  6335  5781  5184 16083  5228 18221 22034]
5407,[15068 16034 16196  9164  3075  1461  7566 12551  5026 17880]
5408,[ 2943   624 16791 18457  1664 14308 17832  2151 14912 18367]
5409,[ 9091 22958 17249 16480 17087 12995 20434 17878 10470 10412]
5410,[13584 10343 19080 10695 19176 13375  1854 21426 17826 21513]
5411,[ 2014  7991  5665  8041 22498 20881 12159 12417  9829  2598]
5412,[ 1082 14561  3417 16542  3679 19293  9388 17763 16654  5470]
5413,[17248 16829 20799 17210  5308 10651  4526 23101  2241 23145]
5414,[19620 19693  5035 11167  8088 20751 16552  1506 19028 20609]
5415,[ 4502 10772 20760 16714  3446 15236  7643  9222  4097 21228]
5416,[ 1143 18691  3874 16407  1486 10150  1875 11041 12101 19708]
5417,[ 9356  2678 14722 13730 21875 18069 10357  6948 20608 22210]
5418,[ 3093 21918  5376  1482  6111 15467 11629  1206  1260  7978]
5419,[18470  2346  4689  1550 19962  2701 19198  5460 21458 10289]
5420,[ 9103 17105 14644  5836  4611 16686 22391  8368 18629  3211]
5421,[10855  1875 13969 11803  3874  9133  9055 12576 11041 22588]
5422,[18847 20665  3826  2677  8258  7473 20741 19002 10618 10971]
5423,[ 1419  8464  1737  4527 11041  4884  1016  1802 15316  2715]
5424,[22068 13140 16570 19165  1937 11508  4950  1293 19369 16563]
5425,[ 8401 23010 16295 16333  8459 22452  5052  3029 13700 13955]
5426,[10343  1854  2245  4858 10690 12149 12130 12120 17748 20193]
5427,[21344  8591 14997  5826 20366  4213  4016 18190 19447 19222]
5428,[ 7070  5769 19081  6698 21777  7983 17813 15695  3462 11161]
5429,[ 7355 12365 16572  4982 16355 10011 18077 16267 18665 20700]
5430,[ 7400  7550  5736  5907  4051 16193 11740 10388 16820  8833]
5431,[10880  4700 23085 20732 13146  2506 22373  4306 14359  1979]
5432,[13590 20206  6259 17186 14325 19271  7587 22430  7770  5500]
5433,[ 9935 20143  1691 20609 16756  1692 10353  1506 11456  9814]
5434,[18109  5813 16307 15942 17304 11532  1208 16355 15924 13120]
5435,[ 9751  3735  4166 16285 20149 16544  9469 11740  6715  1966]
5436,[13865  2875 20895 16467 15942  3010 11734  1505 10683 16403]
5437,[16709 17152 17628  1786  2519  1519 17227  1608 20088 11023]
5438,[ 3916 18460  3353 13798  2705  1690  8299  1692  3437  7188]
5439,[12047 22219 21161 18935  7990 22746 10368 15971  7580 19641]
5440,[12308 16135 16207 10989 22452 13585 13793 20860  1960 17103]
5441,[19383 20837  7274 20925 22400  2382 16534  2605 18057 15521]
5442,[11631 20218 15992 10974 21787 14800 18554 18309  7463  6176]
5443,[ 4582 10478  7783 17860 17190 19831 13057 17231  3950  1526]
5444,[16462 16553 10193 15830 20789 16125  8228 22996 14179 17844]
5445,[10343  1854  2245 19176 19080 17826 17820 12130  5470 16792]
5446,[13043  3874  1875 13635 11358  1135  1878 19242 12425 15771]
5447,[ 3392 10678  3914 15147  3856 15487  4348  9405 12917  7125]
5448,[ 9907 19602  1285 20829 22269  2714  2233  1864  9621 11169]
5449,[ 2956 18760  5655 22667 13039 13459  3375  9751  9322  7602]
5450,[12974   615 14240  4860  2011 12341 19962  8828  7828 16161]
5451,[12572  1361  8466  6988 12007  1913  7649 10385  4233  6364]
5452,[11631 18309 20218 13075 20566 12426 15992 14800  7294  7463]
5453,[  846  7426 13082 19811  9752 10945 11513 14179 14943 20789]
5454,[10343  1854 17826 17820 12130 19080 19176 10690 12149  4858]
5455,[ 8091 15587 15622 12230 11857 16143  4871  8487 12731 16187]
5456,[ 2207 23071 16266 15630 16317 16388 19516  4333 11463 21798]
5457,[ 6626 14997  9644  9352  5495 16855 10332 10834  5484 14871]
5458,[13120  7514 15616 10071 16912  1247 16757  4093 12501 18603]
5459,[17410 11643 11501 19244  5882  1864 17714 15721 22211  2326]
5460,[ 1600 10696 14273  2544 11863  8052 21763  2519 15792 10468]
5461,[22616  8663   808 18764 18627 10252 10400 10151   309  2237]
5462,[ 8138 11528 20757  2147 21592  2167 15616  9799  4969 10071]
5463,[ 7891  3974 10229  4401  6911  4681 14318 14376 18194   864]
5464,[ 2700 11863  9055  4884  1600 20876 16792  6363  2715  8052]
5465,[ 8401 16207 19667 14428  3029 22452 11425  4878  2608 16639]
5466,[20713 19027  4339 21898 21719  3805  4391 14086 13411  9835]
5467,[ 4858 10690 10343 13945 13910  9907 10633  2245  9325 12178]
5468,[ 7406 11676 17398  2473 21713 21053  6644 20621  9331 21170]
5469,[20876 18577 17105 13968  6363  2715 12583 19383 21174  4884]
5470,[ 1714 17949  4772  7188 18217  7274 19451 11418  1871 17055]
5471,[ 7167 14705 15080 10727 15214 16263  3083 12116 14696  5497]
5472,[ 2084 16422  1866  1926  8631   308  9518  2406  2083  2551]
5473,[ 7575 22450 10786  9838  3262  1581 18100  1488 18932 21930]
5474,[ 5311  9663 20206  5363 23083  4691 15286 14946  6777  3144]
5475,[20448  2139  3743 22627  6734  2393  9706 17560  9074  4349]
5476,[ 7598  3429  6036 16395 19980  1943 19497  5992 20356  2154]
5477,[18602  2329  6225 20418 20970 16139 16724  8987  8683 15739]
5478,[10071  2077 16206 16347 16551 21630  1683 18576 15616 19739]
5479,[22111  9067 18603  7957 11225  3850 21592  4967  8953  8085]
5480,[17549 13240 19855  1136  4800  8145 16089 20986 22276 11310]
5481,[15904 10977 22996 13015 10945 13082 16553  9752 15601  9146]
5482,[16285 12234  7740  7635 17245  7131 10388  1274 18060 13371]
5483,[ 1814 20964 14928  4878 19809 13955 10313 17152 13017 17227]
5484,[21868 12550 17013  2384  3204 13146 21477   779 12248 17825]
5485,[ 8582 17025  2122 20540  6035 20828  9603 17724 16278 12848]
5486,[14428 16207 13371  8401 16333 22452 23010 17103  1683  7207]
5487,[19644 16789  5930 21065 14907  2335 17333 16947  4213 10302]
5488,[ 9814  7627 20129 13684  4670 10353 10153 21211 15281  3375]
5489,[21339 19655 19659 19631 10016  1008  7439 15261 18870  3995]
5490,[15207  9883  4832 12636 16989  7247 14536 22687 17273 13155]
5491,[16757 13793 16193 18060 17220 13371 17317 16333  7514  3012]
5492,[18603  7628 20757  3931  8125 15521 20881 21592 18292  2251]
5493,[21458 20970 19198 15739 13717 20129  9814 16139  4669 18602]
5494,[  332 15044 16312  1132  2722  2381 16876 15252 19930 19626]
5495,[13039  9751  8605  5048 14575 16544 22667  7248 19765  5655]
5496,[ 3110 17703 10853 16565 14024  1303 17575   808 18334 12630]
5497,[ 8895 16639  6778 12792 18574  3845  8350 19667  2608 20360]
5498,[16200  4893 16148 13148  6720  8182  5830 20032  5693 12230]
5499,[10937 15870 16125 20237 16460 16315  5685 18143  5048  8341]
5500,[14200  6290  7817 13274 10223 11467 16429  2152  7601  3209]
5501,[17466 16505 18641 19019  7324 19032 20751  3837   888  6547]
5502,[13021 12995 21732 14768  8092  9105 18640  5404  9070 11624]
5503,[ 1181 10003 13158  3120  2382  1727  1523  7515  1322 22269]
5504,[15125 21734 14789 21986 21073  9988 22977 14996 13862 14406]
5505,[17869 20290  1359 10025 15477 16899 14128  6365 11182  2877]
5506,[19353 14946  9896 11973  3460  9506 16167  8032 18710  7104]
5507,[11488 15644 17134  8373 20351  2369  5052 10293 19989 13955]
5508,[11442  3353 18470 12729 15739  4669  8816 21458  4689 19198]
5509,[20597 14183 10207  1754  3211 10500 19940 10989 15937  1579]
5510,[21453 22684 13448 16207 17220  7207 22452 16333 15524 17317]
5511,[16040 21579 15863 21805 15920 22571  1777 12992 22367 11006]
5512,[16912 18603 18057 21592 16899  8350 18217 16639 11418 22400]
5513,[16724 18602  2339 10965 20970  2329 21683  4737 20418 18398]
5514,[19978 16498  2881 16132  4163  5308 16073  9962  7478 16495]
5515,[10343  2245 17820 19080  4858  1854  5470 10690 17772  6309]
5516,[ 5736  7400  7550 16193  4051 15342 17317 14063 17220 16820]
5517,[ 2101 22012  2084  1293 22196  2030 13891 22647  6330 21504]
5518,[ 4579  4688   651 20789  9752  3246 13820  8993  1055 16403]
5519,[20751  5035 19620  8718 21813 19028 10685  8088 16249  6547]
5520,[21654 15700 13060  7670  2833 19579 21765 21182  5873  3975]
5521,[ 8350 17257 17122 22172 16639 16850  6778  7837  1132 15834]
5522,[ 9300  3244 12106  1994  7460  1036  7624 12987  6828 20016]
5523,[10940 23008 17314  8162  7587  2790 21338  9534 13913  9875]
5524,[15281 15739 20498 21601  4905  4669 17037  6279  2605 17750]
5525,[ 4544 17449 16514  6651 20308 13614  7274 10949 17333  2705]
5526,[ 8218  4669 12718 19198  8816 16110 16017 16139 18470  6225]
5527,[ 9967  1547 10486 18602 12285  2329  6225 19032  4757  2630]
5528,[21299 17770 17768 12084  9297  8008 12165 21932 15719 12831]
5529,[16724 16139 18602 20970  7928  8197 16757  9469 16044 16820]
5530,[10343 12946 17748  2245 17820  8659  4858  1854  1827 10690]
5531,[15225  1763 21673 13590  9875 22050 21704 12833  2503 22298]
5532,[ 1661 18465  4527 19242 17059  4884 15771  4601  1875  1579]
5533,[10937 16372 16289  2707 16518 14205 13879 16315 15908 13039]
5534,[ 1662  1927  1874 12499 19518  9935 12734  1633   868 16030]
5535,[21497 22091 11797  6773  4921  9737 11671 16926  4748 16776]
5536,[ 4904 16724 15616  1941  2339  4737 20645 18738 16261 20057]
5537,[  874 15250 13077  9709 14561 21402 15180 13588  7234 10790]
5538,[ 2140  2129 11530 18213 14851  6576 17914  5928  4728 13894]
5539,[ 4960 15239  1495 19153  2403  3392  3860  1973  5048 13987]
5540,[14298 17962 15915 13572  7426 16554 16858  4512  7069 19679]
5541,[16441 16579  3435  6250 16421 18020 21813  4874  5453  5196]
